project_name,author,github_url,github_stars,github_forks,tashan_score,practicality_score,sustainability_score,popularity_score,tools_available_tashan,lobehub_url,lobehub_description,lobehub_rating,tools_available,project_type,deployment_methods,api_requirements,use_cases,hidden_gem_score,recommendation_type
Pushover MCP,AshikNesin,https://github.com/AshikNesin/pushover-mcp,24,6,72.94,92.5,30,57.18,1,https://lobehub.com/mcp/ashiknesin-pushover-mcp,用于通过 Pushover.net 发送通知的 MCP。需要通过命令行参数配置 Pushover 应用程序令牌和用户密钥。,优质,7,"[""Sending alerts or notifications from AI agents"", ""Integrating Pushover into MCP-compatible systems"", ""Customizing messages with titles, priority levels, sounds, and URLs"", ""Targeting specific devices for notifications""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""Pushover Application Token"", ""Pushover User Key""], ""instructions"": ""Obtain credentials from your Pushover.net dashboard: https://pushover.net/dashboard""}","[""Sending alerts or notifications from AI agents"", ""Integrating Pushover into MCP-compatible systems"", ""Customizing messages with titles, priority levels, sounds, and URLs"", ""Targeting specific devices for notifications""]",58.8,C级-特定场景推荐
VSCode MCP,block,https://github.com/block/vscode-mcp,68,9,72.94,92.5,30,57.18,9,https://lobehub.com/mcp/block-vscode-mcp,VSCode MCP 服务器使 AI 代理和助手能够通过模型上下文协议（Model Context Protocol）与 VSCode 进行交互。该服务器通过 npx 安装和运行，无需外部数据文件。,优质,12,"[""AI 助手通过 Model Context Protocol 修改 VS Code 文件并查看更改预览"", ""AI 助手打开特定文件或项目进行编辑和分析"", ""AI 助手检查 VS Code 扩展状态及获取相关连接信息"", ""开发者通过本地部署实现 AI 与 IDE 的深度集成""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""该项目不依赖 API 密钥。""","[""AI 助手通过 Model Context Protocol 修改 VS Code 文件并查看更改预览"", ""AI 助手打开特定文件或项目进行编辑和分析"", ""AI 助手检查 VS Code 扩展状态及获取相关连接信息"", ""开发者通过本地部署实现 AI 与 IDE 的深度集成""]",58.8,C级-特定场景推荐
@reapi/mcp-openapi,reapi-com,https://github.com/ReAPI-com/mcp-openapi,52,8,72.94,92.5,30,57.18,7,https://lobehub.com/mcp/reapi-com-mcp-openapi,该 MCP 服务器加载并提供多个 OpenAPI 规范，以实现基于大语言模型（LLM）的集成开发环境（IDE）功能。需要将 OpenAPI 3.x 规范文件放置在指定目录中，可通过命令行参数进行配置。,优质,6,"[""在Cursor IDE中集成本地OpenAPI规范，为LLM提供API上下文"", ""实现智能代码补全和API感知的代码片段生成"", ""帮助LLM理解和操作多版本、多服务的API定义"", ""支持团队协作开发中统一的API规范管理和共享""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""该工具本身不依赖任何API密钥，但若使用ReAPI平台的功能（如API CMS和API Testing），则需要注册ReAPI账户并获取相应的访问权限。""","[""在Cursor IDE中集成本地OpenAPI规范，为LLM提供API上下文"", ""实现智能代码补全和API感知的代码片段生成"", ""帮助LLM理解和操作多版本、多服务的API定义"", ""支持团队协作开发中统一的API规范管理和共享""]",58.8,C级-特定场景推荐
Expo 文档 MCP 服务器,ah2-io,https://github.com/ah2-io/expo-docs-mcp,1,0,67.94,82.5,35,57.18,5,https://lobehub.com/mcp/ah2-io-expo-docs-mcp,一个 Model Context Protocol (MCP) 服务器，提供访问 Expo 文档的功能，具有高级搜索和导航能力。支持本地下载和索引文档，实现离线使用和智能缓存。,优质,10,"[""在开发过程中快速查找Expo文档"", ""获取特定SDK模块的详细API说明"", ""为不同平台（iOS/Android/Web）提供定制化快速入门指导"", ""离线环境下查阅最新或历史版本的Expo文档"", ""通过模糊搜索快速定位相关文档内容"", ""构建本地缓存以提高文档访问性能""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [], ""dependencies"": [""GitHub API (for initial documentation download)"", ""Node.js runtime"", ""TypeScript compiler (development)""]}","[""在开发过程中快速查找Expo文档"", ""获取特定SDK模块的详细API说明"", ""为不同平台（iOS/Android/Web）提供定制化快速入门指导"", ""离线环境下查阅最新或历史版本的Expo文档"", ""通过模糊搜索快速定位相关文档内容"", ""构建本地缓存以提高文档访问性能""]",58.8,C级-特定场景推荐
ENS MCP 服务器,JustaName-id,https://github.com/JustaName-id/ens-mcp-server,8,3,65.34,87.5,7,57.18,8,https://lobehub.com/mcp/justaname-id-ens-mcp-server,用于以太坊名称服务（ENS）的MCP服务器，支持Claude与ENS系统交互，以解析名称、检查可用性、检索记录等功能。支持通过环境变量PROVIDER_URL配置以太坊RPC提供者。,良好,18,"[""Resolving ENS names to Ethereum addresses"", ""Reverse lookup of Ethereum addresses to ENS names"", ""Retrieving text records from ENS names"", ""Checking ENS name availability"", ""Getting comprehensive information about ENS names"", ""Listing subdomains of ENS names"", ""Checking history of ENS name changes"", ""Getting registration prices for ENS names""]","[""Claude Desktop"", ""Studio""]","{""required"": false, ""notes"": ""No API key required, but requires access to Ethereum RPC providers (public or private). Can use multiple providers separated by commas.""}","[""Resolving ENS names to Ethereum addresses"", ""Reverse lookup of Ethereum addresses to ENS names"", ""Retrieving text records from ENS names"", ""Checking ENS name availability"", ""Getting comprehensive information about ENS names"", ""Listing subdomains of ENS names"", ""Checking history of ENS name changes"", ""Getting registration prices for ENS names""]",58.5,C级-特定场景推荐
Astra DB MCP 服务器,datastax,https://github.com/datastax/astra-db-mcp,27,17,72.14,92.5,26,57.18,16,https://lobehub.com/mcp/datastax-astra-db-mcp,用于与 Astra DB 交互的 Model Context Protocol (MCP) 服务器。需要通过环境变量 ASTRA_DB_APPLICATION_TOKEN 和 ASTRA_DB_API_ENDPOINT 配置 Astra DB 应用令牌和 API 端点。,优质,32,"[""Managing collections and records in Astra DB"", ""Integrating LLMs with Astra DB for data querying and manipulation"", ""Automating database operations via LLM agents"", ""Performing bulk operations on Astra DB records""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [""ASTRA_DB_APPLICATION_TOKEN"", ""ASTRA_DB_API_ENDPOINT""], ""optional_keys"": [""ASTRA_DB_KEYSPACE""], ""dependencies"": [""Node.js"", ""MCP client""]}","[""Managing collections and records in Astra DB"", ""Integrating LLMs with Astra DB for data querying and manipulation"", ""Automating database operations via LLM agents"", ""Performing bulk operations on Astra DB records""]",58.3,C级-特定场景推荐
地理编码 MCP 服务器,geocoding-ai,https://github.com/geocoding-ai/mcp,2,0,76.94,92.5,50,57.18,2,https://lobehub.com/mcp/geocoding-ai-mcp,该 MCP 服务器通过集成 Nominatim API 提供地理编码服务。需要 Node.js >= 18.0.0 运行环境。,优质,2,"[""在AI对话中解析地址信息"", ""将自然语言描述的地点转换为地理坐标"", ""支持基于位置的查询和分析"", ""增强AI模型对地理位置的理解能力""]","[""Claude Desktop""]","{""required"": false, ""dependencies"": [""Nominatim API (无须API密钥)""], ""rate_limiting"": ""遵循Nominatim公共API的速率限制""}","[""在AI对话中解析地址信息"", ""将自然语言描述的地点转换为地理坐标"", ""支持基于位置的查询和分析"", ""增强AI模型对地理位置的理解能力""]",58.2,C级-专业小众工具
mcp-screenshot-website-fast,just-every,https://github.com/just-every/mcp-screenshot-website-fast,4,3,66.94,72.5,60,57.18,3,https://lobehub.com/mcp/just-every-mcp-screenshot-website-fast,一种快速高效的网页截图工具，优化用于 Claude Vision API。自动将完整网页分割成 1072x1072 的块，以实现最佳的 AI 处理效果。,优质,10,"[""AI vision workflows requiring optimized screenshots for Claude Vision API"", ""Automated testing with visual verification"", ""Responsive design validation across different viewports"", ""Creating visual documentation through screenshots and screencasts"", ""Monitoring dynamic web content changes over time"", ""Generating animated WebP files from web interactions""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_keys"": [], ""dependencies"": [""Node.js 20.x or higher"", ""npm or npx"", ""Chrome/Chromium (automatically downloaded by Puppeteer)""]}","[""AI vision workflows requiring optimized screenshots for Claude Vision API"", ""Automated testing with visual verification"", ""Responsive design validation across different viewports"", ""Creating visual documentation through screenshots and screencasts"", ""Monitoring dynamic web content changes over time"", ""Generating animated WebP files from web interactions""]",58.2,C级-特定场景推荐
vv-mcp,arrow2nd,https://github.com/arrow2nd/vv-mcp,0,0,66.94,82.5,30,57.18,4,https://lobehub.com/mcp/arrow2nd-vv-mcp,VOICEVOX MCP 服务器用于基于 Claude 的文本转语音合成。需要已安装并运行 VOICEVOX，地址为 VOICEVOX_URL（默认 http://localhost:50021）。由于使用 'afplay' 命令进行音频播放，此 MCP 服务器目前仅支持 macOS。,优质,8,"[""テキストを音声に変換して再生"", ""利用可能な音声の一覧を取得"", ""音声再生キューの状態を確認・管理""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""description"": ""VOICEVOX APIを使用しますが、APIキーは不要です。ただし、VOICEVOXがローカルで正しく動作している必要があります。""}","[""テキストを音声に変換して再生"", ""利用可能な音声の一覧を取得"", ""音声再生キューの状態を確認・管理""]",58.2,C级-特定场景推荐
Noves MCP 服务器,noves,https://github.com/Noves-Inc/noves-mcp,0,0,64.94,77.5,35,57.18,9,https://lobehub.com/mcp/noves-noves-mcp-server,该 MCP 服务器封装了 Noves Intent 服务，提供自然语言区块链数据，使 AI 助手能够以人类可读的描述访问区块链交易数据。无需认证。,良好,18,"[""查询钱包的最近交易活动"", ""分析特定交易内容并用自然语言解释"", ""获取钱包活动的全面摘要"", ""分析钱包行为模式并提供洞察"", ""获取代币的实时或历史价格"", ""对比不同时间点的代币价格变化"", ""在多链环境中比较钱包活动差异""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","""无需 API 密钥，Noves Intent 服务免费可用。""","[""查询钱包的最近交易活动"", ""分析特定交易内容并用自然语言解释"", ""获取钱包活动的全面摘要"", ""分析钱包行为模式并提供洞察"", ""获取代币的实时或历史价格"", ""对比不同时间点的代币价格变化"", ""在多链环境中比较钱包活动差异""]",58.2,C级-特定场景推荐
CRAN 包 README MCP 服务器,elchika-inc,https://github.com/elchika-inc/cran-package-readme-mcp-server,0,0,64.94,77.5,35,57.18,3,https://lobehub.com/mcp/elchika-inc-cran-package-readme-mcp-server,一个 MCP 服务器，能够让 AI 助手获取关于 CRAN 包的详细信息，包括 README 内容、包元数据和搜索功能。,良好,12,"[""Fetching formatted README content with usage examples from R/CRAN packages"", ""Getting comprehensive package metadata including dependencies, versions, and documentation"", ""Searching CRAN repository with filters by category, topic, and popularity"", ""Optimizing API usage through smart caching mechanisms"", ""Enhancing code understanding and integration of R packages via AI assistant support""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""SSE"", ""Studio""]","{""required_apis"": [""GitHub API""], ""api_keys"": {""GITHUB_TOKEN"": ""Optional but recommended for higher rate limits when fetching README content from GitHub""}, ""dependencies"": {""nodejs"": ""^18.x or later"", ""npm"": ""latest"", ""github_account"": ""Recommended for token access""}}","[""Fetching formatted README content with usage examples from R/CRAN packages"", ""Getting comprehensive package metadata including dependencies, versions, and documentation"", ""Searching CRAN repository with filters by category, topic, and popularity"", ""Optimizing API usage through smart caching mechanisms"", ""Enhancing code understanding and integration of R packages via AI assistant support""]",58.2,C级-特定场景推荐
interactive-mcp,ttommyth,https://github.com/ttommyth/interactive-mcp,255,21,76.74,92.5,34,72.2,5,https://lobehub.com/mcp/ttommyth-interactive-mcp,一个用 Node.js/TypeScript 实现的 MCP 服务器，促进大型语言模型（LLMs）与用户之间的交互通信。设计用于与 MCP 客户端在本地协同运行，以访问用户的操作系统进行通知和命令行提示。,优质,10,"[""Interactive setup or configuration processes."", ""Gathering feedback during code generation or modification."", ""Clarifying instructions or confirming actions in pair programming."", ""Any workflow requiring user input or confirmation during LLM operation.""]","[""Claude Desktop"", ""Cursor"", ""Cline"", ""Studio"", ""SSE""]","{""required"": false, ""dependencies"": []}","[""Interactive setup or configuration processes."", ""Gathering feedback during code generation or modification."", ""Clarifying instructions or confirming actions in pair programming."", ""Any workflow requiring user input or confirmation during LLM operation.""]",58.0,C级-专业小众工具
MCP OpenAI 服务器,mzxrai,https://github.com/mzxrai/mcp-openai,54,20,71.54,92.5,23,57.18,1,https://lobehub.com/mcp/mzxrai-mcp-openai,用于与OpenAI API进行简单交互的MCP服务器。需要通过环境变量OPENAI_API_KEY配置OpenAI API密钥。,优质,5,"[""Direct integration with OpenAI's chat models"", ""Using OpenAI models like gpt-4o, gpt-4o-mini, o1-preview, and o1-mini within Claude"", ""Seamless message passing between Claude and OpenAI models""]","[""Claude Desktop"", ""Cline"", ""Studio""]","{""required_apis"": [{""name"": ""OpenAI API"", ""key_required"": true, ""key_name"": ""OPENAI_API_KEY"", ""key_url"": ""https://platform.openai.com/api-keys""}], ""additional_requirements"": []}","[""Direct integration with OpenAI's chat models"", ""Using OpenAI models like gpt-4o, gpt-4o-mini, o1-preview, and o1-mini within Claude"", ""Seamless message passing between Claude and OpenAI models""]",57.9,C级-特定场景推荐
